id,title,Ingredients,Directions,numberofsteps,recipe_id
48738,Pistachio Baskets,"
For the pistachio basket:
* 250 grams pistachios
* 125 grams [[Granulated sugar|Sugar]]
To be mixed into a filling
* 100 grams crumbled paneer
* 3 tablespoons fresh [[cream]]
* 3 tablespoons [[powdered sugar]] 
","== Directions ==
# Put the pistachios into boiling [[water]] for 4 to 5 minutes.
# Drain, remove the skin by rubbing on a piece of cloth and grind into a powder.
# Mix the [[Granulated sugar|Sugar]] in 4 to 5 tablespoons of [[water]] and boil in a broad vessel until 2 threads consistency is achieved.
# Check the right consistency by dropping a few drops of syrup into cold [[water]]. It should form a soft ball when rolled between your fingers.
# Add the pistachio powder, mix well and allow it to cool.
# Roll out the pistachio dough and press into desired moulds.
# Store in a refrigerator.
# Unmould the pistachio baskets and fill a teaspoonful of the filling in each basket and Serve.
",8,742
48774,Spicy Jumbo Shrimp,"
* 4 lbs jumbo [[shrimp]]
* 2 tablespoons [[lemon juice]]
* å_ cup [[tomato sauce]]
* å_ cup [[sherry]]
* 1 can crushed [[tomato]]es
* 2 [[bay leaf|bay leaves]]
* 2 tablespoons [[soy sauce]]
* 2 [[green bell pepper]]s, chopped
* 4 cloves of [[garlic]], chopped
* 2 [[onion]]s, chopped
* å_ cup [[olive oil]]
* å_ teaspoon red pepper
* å_ teaspoon ground [[cumin]]
* [[salt]] to taste
","== Directions ==
# Season the [[shrimp]] with [[salt]], [[pepper]], soy sauce and [[lemon]].
# SautÌ© quickly in [[olive oil]].
# Remove the [[shrimp]] and add to the [[oil]] the [[onion]], [[garlic]], [[pepper]], [[bay leaf|bay leaves]], crushed [[tomato]]es, [[tomato]] sauce, soy sauce, [[cumin]], red pepper and [[sherry]].
# Cook over medium heat until the vegetables are soft.
# Add the [[shrimp]], reduce the heat to low and cook for 15 more minutes.
# Serve with [[white rice]].
",6,743
48788,Bean Soups,"
* 200 g [[Granulated sugar|Sugar]] beans
* 3 mutton or [[Pork]] shanks or 1 [[Ham]] bone with some meat on it
* 3 rashers rindless [[Bacon]], finely chopped
* 1.5 litres cold [[water]]
* 30 ml [[butter]] or [[margarine]]
* 1 medium [[Onion]], finely chopped
* 2 stalks [[celery]], finely chopped
* 1 medium [[carrot]], thinly sliced
* 15 ml [[salt]]
* 2 ml milled [[pepper]]
","== Directions ==
# Cover beans with cold [[water]] and soak overnight
# Bring the meat, [[Bacon]] and [[water]] to boil in a large saucepan then cover and simmer till the meat is tender
# Saute the [[Onion]], [[celery]] and [[carrot]] in [[butter]] in a frying pan for 3 minutes
# When the meat is tender add the sautÌ©ed vegetables and the beans and simmer for 20 to 30 minutes more
",4,744
48820,Micha Bread,"
* 1 envelope of [[yeast]]
* å_ cup warm [[water]]
* 1 tsp [[granulated sugar|sugar]]
* 1å_ tsp [[salt]]
* 2 tbsp of grease or [[butter]]
* 2 tbsp [[granulated sugar|sugar]]
* 2 cups of warm [[milk]]
* 6 cups of [[flour]]
","== Directions ==
# In a bowl dissolve in warm [[water]] the [[yeast]] along with 1 teaspoon of [[granulated sugar|sugar]], wait 5 minutes and add [[salt]], grease or [[butter]], the 2 tablespoons of [[granulated sugar|sugar]] and the warm [[milk]], add 3 cups of [[flour]] mixing well, add the rest of the [[flour]].
# Put on a table or board liberally floured, knead until it is smooth and elasticized, grease a large bowl and make a ball out of the dough, place it in the bowl cover it with a damp cloth let rise until it has doubled in size.
# After 2å_ ‰ÛÒ 3 hours knead and once again make a ball let sit 30 minutes or until double in size once more, divide and shape into ovals or one that you like, place in greased molds.
# Bake 35 ‰ÛÒ 40 minutes at 350å¡F.
",4,745
48830,Arroz con Coco,"
* 2 [[coconut]]s, meat removed
* 3 to 4 cups [[rice]] (raw)
* 1 tbsp [[granulated sugar|sugar]]
* [[salt]]
* [[water]] (2 cups for every cup of [[rice]]) 
","== Directions ==
# Cut the [[coconut]] into small pieces.
# In a blender, grind the [[coconut]] using boiling [[water]].
# Do small amounts at a time.
# To get a stronger [[coconut]] flavor, reuse the [[coconut milk]] from the previous blending.
# Be sure to strain out the ground [[coconut]] meat.
# In a large heavy saucepan, bring the [[coconut milk]] to boiling.
# Allow it to boil for 3 or 4 minutes.
# This helps form the [[coconut oil]].
# Add the [[rice]], [[granulated sugar|sugar]] and [[salt]] (as desired).
# Allow to continue boiling until the [[rice]] begins to rise in the [[water]].
# Be careful not to have the temperature too high as this [[rice]] burns and sticks easily.
# As it begins to dry, cover tightly, reduce heat to low and allow the [[rice]] to finish cooking.
",12,746
48862,Ecuadorian Bread Pudding,"
* 1 qt sour [[milk]]
* 5 ‰ÛÒ 6 cups bread cubes
* å_ cup [[butter]]
* 2 [[egg]]s
* å_ cup [[granulated sugar|sugar]]
* å_ tsp [[salt]]
* 1 tsp [[vanilla]]
* 1å_ tsp [[cinnamon]]
* 1 tsp [[nutmeg]]
* 1 cup [[raisins]]
","== Directions ==
# Scald [[milk]].
# Add bread cubes and [[butter]].
# Beat [[egg]]s.
# Add [[granulated sugar|sugar]], [[salt]], [[vanilla]], [[cinnamon]], [[nutmeg]] and [[raisins]].
# Combine both mixtures.
# Pour into buttered 9x13&quot; pan. Sprinkle with [[nutmeg]].
# Bake at 375&amp;nbsp;å¡F for 45 minutes to 1 hour.
",7,747
48867,Milk Cake,"
* 4 cups [[flour|all-purpose flour]]
* 1 tablespoon [[baking powder]]
* 4 [[egg]]s, separated
* 1 1/2 cups [[Granulated sugar|Sugar]]
* 1/2 cup [[milk]]
* Fresh [[strawberries]] and [[mint]] leaves for garnish (optional)
","== Directions ==
# Preheat oven to 350 degrees.
# Grease and [[flour]] a 13-by-9-by-2-inch baking pan.
# Sift [[flour]] with [[baking powder]].
# In large bowl with clean beaters, beat [[egg white]]s until frothy.
# Add [[Granulated sugar|Sugar]] gradually, beating to form stiff peaks.
# Add [[egg yolk|yolks]], 1 at a time. Slowly add [[flour]] and [[milk]].
# Pour batter into prepared pan and bake until edges are golden brown, about 40 to 45 minutes.
# Remove from oven and let cool on a rack.
# Prepare Topping.
# Pour Topping over cake and let sit until all the mixture is absorbed, 20 to 30 minutes.
# Prepare Meringue and refrigerate.
# Before serving, cut cake into squares and spread Meringue over each.
# Garnish as desired with fresh [[Berries]] and [[mint]] leaves.
Topping:
* 1(12-ounce) can [[evaporated milk]]
* 1(14-ounce) can [[sweetened condensed milk]]
* 2 cups [[milk]]
* 1(16-ounce) carton [[sour cream]]
# Combine [[milk]]s and [[sour cream]] (do not beat).
# Use as directed.
Meringue:
* 1 cup [[Granulated sugar|Sugar]]
* 1/2 cup [[water]], heated
* 3 [[egg white]]s
# Combine [[Granulated sugar|Sugar]] and [[water]] in a saucepan.
# Let sit until [[Granulated sugar|Sugar]] is dissolved.
# In clean electric mixer bowl with clean beaters, beat [[egg white]]s.
# Slowly pour [[simple syrup|sugar syrup]] over [[egg white]]s, beating constantly until meringue holds stiff peaks.
# Store in refrigerator.
==  ==
",20,748
48869,Shrimp al Pincho,"
* 12 [[shrimp]]s
* å_ cups dry [[white wine]]
* 1 clove minced [[garlic]]
* å_ tsp [[pepper]]
* [[salt]] to taste
* å_ tsp [[parsley]] flakes
* å_ tbsp [[basil]]
* 1 pinch [[paprika]]
","== Directions ==
# Wash and peel the shrimps and fry in [[oil]] with [[garlic]] and season with [[salt]] and [[pepper]].
# Remove from heat and cover the shrimps with wine, [[parsley]] and [[basil]] and marinate for 1 hour in the refrigerator.
# Place 3 shrimps per skewer and grill for 2 ‰ÛÒ 3 minutes on each side.
# Brush the shrimps with melted [[butter]] while grilling.
",4,749
48872,Chaulafan,"
* 3/4&amp;nbsp;lb (approximately 1 1/2 cups) diced roasted [[Pork]]
* 4 cups [[rice]]
* 1/2&amp;nbsp;lb (approximately 1 cup) [[Peas]] 
* 1/2 cup [[oil]]
* 4 [[egg]]s
* 1/2 cup white [[onion]]s diced
* 4 Tbs Chinese red pepper sauce
* 1 spicy [[pepper]] diced
* [[salt]] &amp; [[pepper]]
","== Directions ==
# Cook the 4 cups of [[rice]] in 5 cups of boiling [[water]] when cooked completely allow to cool. 
# Mix [[egg]]s with [[salt]] and [[pepper]] and scramble in frying pan with [[oil]]. Place the [[egg]]s aside. 
# In the still warm frying pan fry the [[rice]] with [[salt]], [[Granulated sugar|Sugar]] and red pepper until golden brown. Add [[Pork]], [[egg]]s, (previously cooked or canned) [[Peas]], Chinese sauce and white [[Onion]]. 
# Cook entire mixture until warmed thoroughly.
",4,750
48877,Liapingachos,"
* 4 pounds of [[potato]]es
* 1 White [[Onion]] finely chopped
* 4 Tbs [[oil]] with achiote
* 1/4 cup of shredded [[Cheese]]
* 2 [[egg]] yolks
* [[salt]] to Taste
","== Directions ==
# Put the [[onion]]s in a pan with [[oil]] and fry.
# Boil [[potato]]es in [[water]] until fully cooked. Remove from [[water]] and whip [[potato]]es until smooth adding [[salt]] to taste. 
# Mix [[potato]]es and fried [[onion]]s. (If the mixture is thin add the [[egg]] yolks) Form mixture into balls filling center with [[Cheese]]. Flatten balls into patties. 
# Place patties in frying pan and fry until golden. 
# Serve with a fresh salad of [[lettuce]], [[tomato]], [[avocado]] and [[Peanut]] sauce.
",5,751
48894,Biriani I,"
* 1 [[Chicken]]
* 4 tb [[oil]]
* 1 Can [[tomato]] paste
* 1 lg [[tomato]], chopped
* 3 [[green onions]], chopped
* 1/2 md [[green bell pepper|green pepper]], chopped
* 2 tb [[lemon juice]]
","== Directions ==
# Heat [[oil]] in a frying pan.
# Add above ingredients and fry for 1‰ÛÒ2 minutes.
# Add mixture to the [[Chicken]] and add 2 tsp [[garam masala]] and 1 cup fried [[onion]]s.
# [[salt]] and 1 tsp [[chilli powder]] can be added also if desired.
",4,752
48911,Humitas,"
* 3 cups fresh grated [[corn]] meal
* 3 Tbs [[butter]]
* 2 Tbs grated [[Cheese]]
* 1/2 tsp [[salt]]
* 1/2 Tbs [[flour]]
* 2 [[egg]]s
* 9 [[corn]] husks
","== Directions ==
# Remove kernels from the ear and grind into a [[corn]] meal.
# Melt [[butter]] in frying pan.
# In a mixing bowl combine melted [[butter]], [[cornmeal]], [[Cheese]], [[salt]], [[flour]] and [[egg]]s. Mix with wooden spoon.
# Wash the cornhusks.
# Place a spoonful of mixture in the center of each husk. Fold husk over the mixture. Place in a pot and steam for 45 minutes.
",5,753
48922,Patlijan (Sempoog) Madzoon Meza,"
* 4 medium [[eggplant]]s
* 4 cloves [[garlic]]
* chopped [[nuts]] or chopped [[parsley]] (opt.)
* 2 x 8-oz. cartons plain [[yogurt]]
* [[salt]] to taste
","== Directions ==
# Broil [[eggplant]] until softened. 
# Cool, peel and mash. 
# Blender may be used. 
# Crush [[garlic]], [[eggplant]], [[salt]] and 1å_ carton of [[yogurt]] thoroughly. 
# Place into serving bowl. 
# Spread remaining [[yogurt]] over top and garnish with chopped [[nuts]] or chopped [[parsley]].
",6,754
48937,ÌÔoquis de Papas,"
* 1 [[potato]] for each person
* ‰ÉÒ cup of [[flour]] for each [[potato]]
* [[salt]] (to taste)
","== Directions ==
# Cook the [[potato]]es
# Mash the [[potato]]es, add [[salt]] to taste
# Add the [[flour]]
# Mix it till you have a soft texture (if necessary add more [[flour]])
# Move the mixture to a [[flour]] covered table for forming
# Cut the mixture into small strips (more or less the size of a [[carrot]])
# Cut the strips into small squares
# Run a fork along the outside of each square to add design (optional)
# Let them dry for a few minutes, keeping the squares separated so they dont stick
# Boil [[water]] with [[salt]]. Carfully add the Ì±oquies to the boiling [[water]]
# Stir slowly and with care
# When the Ì±oquies stop floating, stop the fire and strain them from the pot
# ÌÔoquies are great with [[tomato]] salsa and grated [[Cheese]]
{{DEFAULTSORT:Noquis de Papas}}
",13,755
48944,Pollo (Marinated Chicken),"
* 1 whole [[Chicken]], about 4 pounds
* 1 [[Onion]], cut up
* 2 [[carrot]]s, sliced
* 1 [[bay leaf]]
* 1 teaspoon [[rosemary]]
* 1 glass of [[white wine]]
* 1 [[Apple]], grated
* 1 tablespoon of [[Granulated sugar|Sugar]]
* [[salt]] and [[pepper]]
* [[lemon juice]]
","== Directions ==
# Wash the [[Chicken]], cut it in pieces and season well with [[salt]] and [[pepper]].
# Place in a glass baking dish.
# And add the [[onion]]s, [[carrot]]s, bayleaf, [[rosemary]], and wine.
# Cover with foil and place in the fridge to marinate for 24 hours.
# After 24 hours roast the [[Chicken]] for 1 hour, use the same dish covered with the same foil
# Now in another bowl grate the [[Apple]] and mix it with the [[water]] and [[Granulated sugar|Sugar]].
# After roasting the [[Chicken]] for 1 hour remove the foil
# Cover the [[Chicken]] in the [[Apple]] mixture
# Continue cooking the [[Chicken]] for 20 minutes or more until the [[Chicken]] is browned and ready.
",9,756
48951,Chimichurri Sauce I,"
* å_ cup of [[olive oil]]
* å_ cup of [[red wine vinegar]]
* å_ cup of small diced [[onion]]s
* å_ cup of diced [[parsley]]
Adjust the following to personal flavor
* 1 spoonful of fine diced [[garlic]]
* 1 spoonful of [[salt]]
* 1 spoonful of [[black pepper]]
* å_ spoonful of dried [[oregano]]
* å_ spoonful of [[garlic powder]]
","== Directions ==
# Combine all the ingredients.
# Mix them all well.
# Let them all rest for 2 ‰ÛÒ 3 hours.
# Chimichurri tastes great on asado!.
",4,757
48960,Dulce de Leche from Sugar,"
* 3 cups of [[milk]]
* 2 tablespoons of [[vanilla]]
* 1 teaspoon of [[baking soda]]
* 300 grams of fine [[granulated sugar|sugar]]
","== Directions ==
# Add to a large pot all the ingredients in this order: [[milk]], [[granulated sugar|sugar]], [[vanilla]] and then, [[baking soda]].
# Place over a low low fire and stir slowly.
# Continue stirring until it becomes thick and brown.
# The preparations can take around 2 hours.
",4,758
48970,Salmon Grutense,"
* 4 Salmon Steaks
* 240ml/8fl.oz. [[milk]]
* 1 [[Onion]], chopped
* 1 tbsp freshly chopped [[parsley]]
* 180ml/6fl.oz. [[olive oil]]
* The Juice of 1 [[lemon]]
* [[salt]] and [[pepper]]
","== Directions ==
# Place the salmon and [[milk]] in a large saucepan, season with [[salt]] and [[pepper]], bring to simmering point and poach gently for about 15 minutes.
# Meanwhile, place the [[Onion]], [[parsley]], [[olive oil]] and [[lemon juice]] in a shallow dish and mix well.
# Drain the and place in the [[Onion]] mixture. Turn to coat then cover and leave to marinate for 1 hour, turning from time to time.
# Preheat the grill to very hot and line the grill pan with aluminium foil.
# ransfer the to the grill pan and cook for 5 minutes on each side or until lightly browned and heated through. Serve immediately.
",5,759
48973,Stuffed Bass,"
* 1 whole 1.3&amp;nbsp;kg/3&amp;nbsp;lb striped Bass, cleaned and boned
* [[black pepper]]
* 1 [[Onion]], finely chopped
* 2 [[garlic]] Cloves, finely chopped
* 3 tbsp freshly chopped [[parsley]]
* 50g/2oz Fresh Breadcrumbs
* [[milk]]
* 1 tbsp [[butter]]
* 1 tbsp [[olive oil]]
* 240ml/8fl.oz. Dry [[white wine]]
","== Directions ==
# Preheat the oven to 200C, 400F, Gas Mark 6 and [[butter]] a shall ovenproof dish large enough to take the whole .
# Season the inside of the with [[salt]] and [[pepper]]. Set aside.
# In a mixing bowl, mix together the [[Onion]], [[garlic]], [[parsley]], breadcrumbs, [[salt]] and [[pepper]] and moisten the mixture with a little [[milk]].
# Stuff the cavity of the with the breadcrumb mixture then close it up with toothpicks.
# Place the in the prepared dish, dot with the [[butter]], pour the [[olive oil]] over the top then pour the [[white wine]] over. Bake for about 40 minutes, or until the feels firm when pressed with a finger.
# Serve immediately spooning the juices from the dish over the top.
",6,760
48978,Milk Pork,"
* 900g/2&amp;nbsp;lbs boned Loin of [[Pork]]
* 1.1L/40fl.oz. [[milk]]
* 60ml/2fl.oz. fresh [[lemon juice]]
* 1 [[Onion]], finely chopped
* 2 [[garlic]] Cloves, chopped
* 3 tbsp [[butter]]
* [[salt]] and [[white pepper]]
","== Directions ==
# Mix together the [[milk]] and [[lemon juice]] then place the [[Pork]] in a deep casserole pour over the [[milk]] mixture. Cover with a lid and leave overnight in a cool place.
# Preheat the oven to 180C, 350F, Gas Mark 4. Lift the [[Pork]] out of the [[milk]] mixture (reserving the [[milk]]), pat it dry with paper towels and seas with [[salt]] and [[pepper]].
# Heat the [[butter]] in a large frying pan, add the [[Pork]] and sautÌ© until lightly browned all over. Transfer the [[Pork]] back into the casserole containing the reserved [[milk]] mixture.
# Add the [[Onion]] and [[garlic]] to the frying pan and sautÌ© until softened.
# Add the contents of the frying pan to the [[Pork]] dish, scraping up any pan drippings and bake, uncovered, for 2 hours or until the [[Pork]] is tender.
# Transfer the [[Pork]] to a serving platter and keep warm.
# Skim any fat from the sauce and transfer to a saucepan. Bring to the boil then continue to boil until it has reduced to 360ml/12fl.oz. stirring from time to time.
# Adjust the seasoning and serve separately with the [[Pork]].
==External links==
*[http://www.recipes4us.co.uk/Pork%20and%20Bacon/Milk%20Pork%20%20%20%20%20HT%20MC%20%20Argentine%20170mins%20plus%20marinating.htm Original Recipe] on [http://www.recipes4us.co.uk Recipes4us]
",8,761
48998,Potato Pudding Argentine,"
* 2 tbsp [[olive oil]]
* 2 [[onion]]s, chopped
* 100g/4oz smoked [[Bacon]], chopped
* 1&amp;nbsp;kg/2.2&amp;nbsp;lb boiled [[potato]]es in their skins, diced
* 6 tbsp Single [[cream]]
* 2 teasp [[paprika]]
* 1 teasp [[garlic powder]]
* [[salt]] and [[black pepper]]
* 8 [[egg]]s, beaten
","== Directions ==
# Preheat the oven to 180C, 350F, Gas Mark 4 and lightly grease a shallow ovenproof dish.
# Heat the [[oil]] in a frying pan, add the [[onion]]s and [[Bacon]] and fry for 5 minutes, stirring from time to time.
# Meanwhile, in a large mixing bowl, mix together the [[potato]]es, [[cream]], [[paprika]], [[garlic powder]] [[salt]] and [[pepper]].
# Add the [[Onion]] mixture to the [[Potato]] mixture together with the beaten [[egg]]s and mix well.
# Transfer to the prepared ovenproof dish and bake for about 20 minutes until set and browned. Serve immediately.
",5,762
49019,Alfajores Argentine,"
* 1/2 cup [[butter]]
* 1 cup [[Granulated sugar|Sugar]]
* 1 [[egg]]
* 2 [[egg]] yolks
* 1 tsp. [[vanilla]]
* 2 tsp. [[lemon]] rind, grated
* 1 1/2 cup [[cornstarch]]
* 1/2 cup [[flour]]
* 1 tsp. [[baking powder]]
* 1/4 tsp. [[salt]]
","== Directions ==
# [[cream]] [[butter]]; add [[Granulated sugar|Sugar]] and beat until fluffy.
# Add [[egg]] and [[egg]] yolks, one at a time, beating well.
# Beat in [[vanilla]] and [[lemon]] rind.
# Sift together [[cornstarch]], [[flour]], [[baking powder]] and [[salt]].
# Add to mixture and mix well. Drop batter by small spoonfuls onto well buttered baking sheet.
# Bake at 350 degrees for 15 minutes.
# Remove immediately. Sandwich the cookies together with (dulce de leche) sweet [[milk]] dessert.
",7,763
49028,Bread Pudding Argentina,"
* 1 cup [[Granulated sugar|Sugar]]
* 1 cup [[water]]
* 1 white loaf of bread (stale)
* 4 cups [[milk]]
* 6 [[egg]]s
* 1/2 cup [[Granulated sugar|Sugar]]
* 1 tsp. [[vanilla]]
","== Directions ==
# Combine [[Granulated sugar|Sugar]] and [[water]] in a saucepan, and stir constantly over low heat until [[Granulated sugar|Sugar]] is completely dissolved.
# Increase heat to high, and allow to boil, without stirring again, until a nice golden color.
# Pour into cake pan.
# Try to coat the pan with the caramel but be careful not to burn your hands from splattering
# Remove crusts from bread and cut into small cubes: you should have about 4 cups of crumb.
# Pour over [[milk]], and allow to sit for 30-60 minutes.
# With your hands, squish up the bread until it is one big mash.
# Do not use a mixer or food processor, which would totally destroy the texture.
# Beat [[egg]]s with [[Granulated sugar|Sugar]] and [[vanilla]] until light, and stir into the bread mixture to combine.
# Pour bread mixture into pan.
# Place cake tin in a baking dish full of [[water]], and bake in a moderate oven 50-60 min. until set.
# Cool, and refrigerate overnight.
# Remove from mold and serve.
",13,764
49033,Grilled Beef Tenderloin,"
* Six 7-ounce [[Beef]] tenderloin steaks (1 1/2&amp;nbsp;inches thick)
* Coarse [[sea salt]]
* Tortilla Espanola see recipe
* Chimichurri Sauce Raichlen see recipe
* Salsa Criolla see recipe
","== Directions ==
# Light a grill; for best flavor, toss a few soaked oak chips onto the fire. 
# Alternatively, preheat a grill pan and [[oil]] it lightly. 
# Generously season the steaks with [[salt]] and grill over a hot fire for about 8 minutes per side for medium rare. 
# Let the steaks stand for 3 minutes, then serve with wedges of Tortilla Espanola and bowls of Chimichurri Sauce and Salsa Criolla.
",4,765
49048,Potato and Meat Pudding,"
* 1å_ lbs / 750 g [[potato]]es
* 1 tablespoon [[flour]]
* 3 [[egg]]s, separated
* 1 tablespoon [[butter]]
* 1 cup [[milk]]
* [[salt]]
=== meat filling ===
* onion, finely chopped
* 2 Tbsp [[vegetable oil]]
* ground meat (quantity is up to you)
* salt and pepper to taste
","== Directions ==
# Peel the [[potato]]es, boil them, crush with the [[potato]] press.
# Place in a bowl.
# Add warm [[butter]], [[salt]], [[milk]], mix well, then add [[flour]] and the [[egg yolk|yolks]] and the whipped [[egg]] whites at the end.
# Place half of this mixture in a buttered and bread crumbed pudding mold, then place the meat filling and finally the other half of the mixture.
# Dot with [[butter]], bread crumbs and bake until brownish.
# Serve warm.
=== meat filling ===
# fry finely chopped [[onion]] in [[vegetable oil]] until it turns yellow
# add the ground meat, [[salt]] and [[pepper]], mix and cook for 20 min.
",8,766
49050,Soup with Lazy Noodles,"
* [[Beef]] or poultry soup
* lazy noodles: 2 [[egg]]s, 2-3 tablespoons [[flour]], [[salt]]
","== Directions ==
# Beat the [[egg]]s with a fork; add the [[flour]] a little at a time and the [[salt]]. 
# Mix with a spoon until you get a sour-creamlike paste. 
# Set to boil the soup strained into a clean pot and when it comes to the first boil, pour the paste a little at a time, with the help of a fork. 
# Cover the pot and let boil for a couple of minutes.
",4,767
49054,Caramelized Sugar Sauce,"
* 5 oz / 150 g [[Granulated sugar|Sugar]]
* 1 teaspoon essence
* 1 cup [[milk]]
","== Directions ==
# Caramelize 5 oz / 150 g [[Granulated sugar|Sugar]] (do not overdo it will become bitter). 
# Add [[milk]]. In a pinch, use [[water]] instead of [[milk]]. 
# Add different essences ([[coffee]], fruits, [[vanilla]], [[almond]], etc.) for different taste. 
# Serve it with puddings, [[cream of wheat]] with [[milk]], [[rice]] with [[milk]], etc.
",4,768
49063,CrÌ»pes,"
* 100 g [[flour]]
* 100 ml mineral [[water]]
* 50 g [[oil]]
* 25 g [[Granulated sugar|Sugar]]
* 10 g [[salt]]
","== Directions ==
# Mix the dry ingredients with wooden spoon adding a little liquid at a time, until all is used up.
# The mixture should resemble thin [[sour cream]].
# You may add some [[flour]] or mineral [[water]] to adjust the consistency.
# Take a pancake pan and heat it. Grease it lightly with [[oil]].
# Place one tablespoon of the pancake mixture in the hot pan, shaking the pan so that the bottom is covered in a thick layer.
# When it starts [[browning]], turn onto the other side.
# Fill the crepes with preserves, [[marmalade]], [[Cheese]] or meat.
",7,769
49065,Eggplant Pancakes,"
* 2 large [[eggplant]]s
* 2 tablespoons [[cheese]]
* 2 [[egg]]s
* 2 tablespoons [[flour]]
* [[oil]] for frying
* [[salt]]
* green [[lettuce]]
","== Directions ==
# Bake the [[eggplant]]s, peel them while hot and let drain.
# Chop with a wooden or glass chopper and put in a bowl, adding [[salt]], [[cheese]], [[egg]]s and [[flour]].
# Mix everything well, shape medium sized pancakes and then fry in hot [[oil]] on both sides.
# Arrange on a platter, sprinkle some grated [[cheese]] on top and garnish with a few [[lettuce]] leaves.
# Serve hot or cold.
",5,770
49073,Moldovan Noodles,"
* 3 eggs1/2 cup [[water]]
* [[flour]] as needed
* 1/2 teaspoon [[salt]]
","== Directions ==
# Sift the [[flour]], make a hole in the middle and pour the [[egg]]s inside. 
# Mix them with a little [[flour]], then add the [[water]] and [[salt]] and make stiff dough. 
# Divide in three, then work each third a little, make into balls and let rest, covered, for 5‰ÛÒ10 minutes. 
# Take each ball and make a sheet as thin as possible. 
# Place it on a floured cloth and let dry. 
# When half dry, cut 1&amp;nbsp;inch wide strips, place 4-5 strips on top of one another and cut, with a very sharp knife, into very thin strips. 
# Spread the noodles onto a clean surface and let dry for another 15‰ÛÒ20 minutes. 
# They can be used afterwards.
",8,771
49074,Mamaliga,"
* 1 lb [[cornmeal]]
* 1å_ qts / 1å_ l [[water]]
* 1 teaspoon [[salt]]
","== Directions ==
# Set the [[water]] to boil. 
# When the [[water]] is boiling, add the [[salt]] and a little of the [[cornmeal]]. 
# After a few minutes, when the [[water]] is boiling, add the rest of the [[cornmeal]]. 
# Mix it briefly and then let it boil at low temperature for about half an hour. 
# Then, with a wooden spoon start mixing vigorously. 
# If the polenta seems soft, add a little bit more [[corn]] meal. 
# Mix continuously. To test if the polenta is done, hold the wooden spoon straight. 
# Rotate it fast between your palms and then try to pull it out. 
# If it comes out clean, the polenta is done. 
# If not, let the polenta boil a little longer. 
# Then you wet a wooden spoon in [[water]] and gather the polenta to the center. 
# Let it boil a few more minutes and then shake the pot a few times and turn over the hot polenta on a wooden cutting board (not recommended to pour on a plate). 
# Let it set for a few minutes and then cut it with a clean string.
",13,772
49076,Potato Pancake,"
* 1 lb / 500 g [[potato]]es
* å_ cup [[flour]]
* 1 oz / 25 g [[yeast]]
* 2 tablespoons [[oil]]
* å_ cup [[milk]]
* 1 tablespoon [[sugar]]
* [[salt]]
* [[sour cream]]
","== Directions ==
# Peel and wash the [[potato]]es.
# Grate small.
# Place in a bowl, add [[sugar]], [[salt]], [[yeast]] mixed with [[milk]] and [[flour]].
# Mix everything well, cover and place in a warm place.
# After it has risen, take tablespoonfuls and fry on both sides in hot [[oil]].
# Serve hot with [[sour cream]].
",6,773
49110,Masterpiece Cheesecake,"
Crust:
* 2 C. graham cracker crumbs
* 1/4 C. melted [[butter]]
* 1/3 C. [[powdered sugar]]
* 2 Tbsp. [[flour]]
Filling:
* 1&amp;nbsp;lb. [[cream cheese]]
* 3 [[egg]]s
* 1/2 C. [[Granulated sugar|Sugar]]
","== Directions ==
# Mix well and pat into greased 9&quot; spring form pan (grease bottom of pan only). 
# Place in refrigerator while making filling.
# Beat well and pour into pie crust. 
# Bake in 350 degree F oven for 20 minutes ONLY. Remove and cool. 
# Cake may be decorated with any variety of fruits, canned or in season.
",5,774
49126,Chocolate Velvet Cheesecake,"
* 1 c [[vanilla]] Wafer Crumbs
* 1/2 c Chopped [[pecans]]
* 3 tb [[granulated sugar]]
* 1/4 c [[margarine]], Melted
* 16 oz [[cream cheese]], Softened
* 1/2 c [[brown sugar]], Packed
* 2 ea Large [[egg]]s
* 6 oz Semi-sweet Chips, Melted
* 3 tb [[almond]] Flavored Liqueur
* 2 c [[sour cream]]
* 2 tb [[granulated sugar]]
","== Directions ==
# Combine crumbs, [[pecans]], [[granulated sugar]] and [[margarine]]; press onto bottom of 9-inch springform pan. Bake at 325 degrees F., 10 minutes. 
# Combine [[cream]] sheese and [[brown sugar]], mixing at medium speed on electric mixer until well blended. Add [[egg]]s, one at a time, mixing well after each addition. 
# Blend in [[chocolate]] and liqueur; pour over crust. Bake at 325 degrees F., 35 minutes. 
# Increase oven temperature to 425 degrees F. 
# Combine [[sour cream]] and [[granulated sugar]]; carefully spread over cheesecake. 
# Bake at 425 degrees F. 10 minutes. 
# Loosen cake from rim of pan; cool before removing rim of pan. Chill.
",7,775
49144,Tomatoes stuffed with Eggplant,"
* 1 big [[eggplant]]
* 2 [[onion]]s
* 3 tablespoon [[oil]]
* [[tomato]]es
* [[salt]]
* [[pepper]]
* [[parsley]]
","== Directions ==
# Bake the [[eggplant]], let it drain well, and chop with a wooden or glass chopper.
# Set in a bowl and mix with the [[oil]] poured little by little.
# Add finely chopped [[onion]], [[salt]] and [[pepper]].
# Choose small and firm [[tomato]]es and remove the inside with all the seeds.
# Fill with the [[eggplant]] mixture, then place all stuffed [[tomato]]es on a platter and decorate them with a sprig of [[parsley]] for each [[tomato]].
",5,776
